Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,ID,What is your age in years?,"What sex were you assigned at birth, such as on an original birth certificate?",What is your gender?,"Please indicate your ethnicity (i.e. peoples’ ethnicity describes their feeling of belonging and attachment to a distinct group of a larger population that shares their ancestry, colour, language or religion)?",,What is your nationality?,,What is your religious affiliation?,,"As a Christian, which of these groups do you identify with? Select all that apply.",,,,,,,,,,Use the slider to indicate how important religion is in your life from 0 (not important at all) to 100 (extremely important).,How often do you think about religious issues?,To what extent do you believe that God or something divine exists?,How often do you take part in religious services?,How often do you pray?,How often do you experience situations in which you have the feeling that God or something divine intervenes in your life?,"The following items describe a variety of concepts. Please rate how disgusting you find the concepts described in the items, where 0 means that you do not find the concept disgusting at all and 6 means that you find the concept extremely disgusting.",,,,,,,,,,,,,,,,,,,,,With how many different partners have you had sex within the past 12 months?,With how many different partners have you had sexual intercourse on one and only one occasion?,With how many different partners have you had sexual intercourse without having an interest in a long-term committed relationship with this person?,Sex without love is OK.,I can imagine myself being comfortable and enjoying “casual” sex with different partners.,"I do not want to have sex with a person until I am sure that we will have a long-term, serious relationship.",How often do you have fantasies about having sex with someone with whom you do not have a committed romantic relationship?,How often do you experience sexual arousal when you are in contact with someone with whom you do not have a committed romantic relationship?,"In everyday life, how often do you have spontaneous fantasies about having sex with someone you have just met?",Below are items that relate to the cultures of different parts of the world. Work quickly and record your first reaction to each item. There are no right or wrong answers. Please indicate the degree to which you agree or disagree with each item using the following five-point scale: Strongly Disagree = 1; Disagree = 2; Neutral = 3; Agree = 4; Strongly Agree = 5,,,,,,,"The following questions concern values that people may or may not hold. Please click bubbles to indicate the degree to which you disagree or agree with each statement, where higher numbers mean you agree with the statement more and lower numbers mean you disagree with the statement more.",,,,,,,,,,,
1.10016E+11,270409978,6/20/24 21:23,6/20/24 21:30,78.80.81.123,,,,,5094430055,29,Female,queer,White/Caucasian,,United Kingdom,,None,,,,,,,,,,,,26,Often,Not at all,Never,Never,Never,4,"0, Not disgusting at all",5,"6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all","6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",2,1,4,4,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",4 – about once a month,2 – very seldom,2 – very seldom,3,4,2,1,5,5,1,"6, Strongly agree","0, Strongly disagree","0, Strongly disagree","6, Strongly agree","6, Strongly agree",2,"6, Strongly agree","6, Strongly agree","6, Strongly agree",4,4,"0, Strongly disagree"
1.10016E+11,270409978,6/20/24 21:24,6/20/24 21:29,189.183.6.133,,,,,8145486533,34,Male,MALE,Latino/Hispanic,,Mexico,,Christian,,,Protestant,,,,,,,,,95,Often,Very much so,Once a week,More than once a week,Often,4,5,"6, Extremely disgusting","6, Extremely disgusting",2,3,4,3,5,"6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,3,4,1,0,0,6,2,7,6 – about once a week,5 – about once every two weeks,3 – about once every two or three months,3,2,2,1,5,5,5,"6, Strongly agree",2,3,4,5,4,"6, Strongly agree",4,5,3,4,5
1.10016E+11,270409978,6/20/24 21:21,6/20/24 21:29,201.188.145.148,,,,,1858692218,30,Female,female,Latino/Hispanic,,Other (please specify),chile,None,,,,,,,,,,,,0,Occasionally,Not at all,Never,Never,Never,2,4,"6, Extremely disgusting","6, Extremely disgusting",2,4,3,2,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",5,"0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",1,2,3,"9, Strongly agree","9, Strongly agree",2,2 – very seldom,2 – very seldom,2 – very seldom,1,1,1,1,3,3,1,3,2,"6, Strongly agree",3,3,"6, Strongly agree","6, Strongly agree",3,5,1,2,5
1.10016E+11,270409978,6/20/24 21:20,6/20/24 21:29,109.133.243.227,,,,,1925540093,61,Male,male,White/Caucasian,,Other (please specify),Belgium,None,,,,,,,,,,,,3,Occasionally,Not very much,Never,Less often,Rarely,"6, Extremely disgusting","0, Not disgusting at all",4,"6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all","6, Extremely disgusting","0, Not disgusting at all",2,"6, Extremely disgusting",3,5,"6, Extremely disgusting","6, Extremely disgusting",3,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting","0, Not disgusting at all",3,1,20 or more,7–9,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",5 – about once every two weeks,2 – very seldom,2 – very seldom,3,1,1,1,5,5,1,5,5,5,4,3,"6, Strongly agree","6, Strongly agree",5,"6, Strongly agree",5,5,"6, Strongly agree"
1.10016E+11,270409978,6/20/24 21:23,6/20/24 21:29,172.56.201.64,,,,,49785242,21,Female,female,White/Caucasian,,United States,,None,,,,,,,,,,,,15,Occasionally,Moderately,Never,Less often,Rarely,"0, Not disgusting at all",2,5,4,"0, Not disgusting at all",3,3,2,3,5,2,4,"6, Extremely disgusting",5,4,5,5,4,4,2,5,1,0,0,3,"1, Strongly Disagree","9, Strongly agree",4 – about once a month,2 – very seldom,2 – very seldom,4,1,1,1,4,4,1,3,5,3,3,4,3,4,4,5,5,"6, Strongly agree",1
1.10016E+11,270409978,6/20/24 21:22,6/20/24 21:28,201.152.233.59,,,,,5243809896,29,Male,male,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,1,Rarely,Not very much,Less often,Never,Never,4,3,5,4,3,"6, Extremely disgusting",2,2,4,"6, Extremely disgusting",5,5,3,3,4,2,"6, Extremely disgusting",2,2,4,"6, Extremely disgusting",0,0,0,"9, Strongly agree","1, Strongly Disagree",5,2 – very seldom,2 – very seldom,1 – never,4,2,2,1,3,3,2,4,2,3,5,5,4,"6, Strongly agree",2,5,1,2,3
1.10016E+11,270409978,6/20/24 21:19,6/20/24 21:28,187.188.14.242,,,,,2897612787,24,Female,she/her,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,13,Rarely,Not very much,Never,A few times a year,Never,2,4,3,"6, Extremely disgusting","0, Not disgusting at all",2,"0, Not disgusting at all","0, Not disgusting at all",2,"6, Extremely disgusting",4,3,5,"0, Not disgusting at all",2,3,"6, Extremely disgusting",2,4,"0, Not disgusting at all",3,1,1,1,"9, Strongly agree",3,8,1 – never,1 – never,1 – never,1,1,1,2,5,5,1,5,1,"0, Strongly disagree",5,"6, Strongly agree",1,5,2,"6, Strongly agree",1,1,1
1.10016E+11,270409978,6/20/24 21:22,6/20/24 21:28,72.229.16.91,,,,,9582473513,25,Female,Female,East Asian,,United States,,None,,,,,,,,,,,,45,Occasionally,Not very much,One time a month,Less often,Occasionally,3,5,5,"6, Extremely disgusting",2,3,3,2,2,5,3,3,2,"0, Not disgusting at all",4,4,5,"6, Extremely disgusting",4,"0, Not disgusting at all",3,0,0,0,"9, Strongly agree",5,"9, Strongly agree",2 – very seldom,4 – about once a month,1 – never,3,2,2,1,5,4,4,3,3,4,3,4,2,3,2,4,2,3,5
1.10016E+11,270409978,6/20/24 21:18,6/20/24 21:28,102.66.97.170,,,,,4805223559,29,Male,Male,African,,Other (please specify),South African ,None,,,,,,,,,,,,20,Occasionally,Very much so,Less often,Less often,Often,"6, Extremely disgusting",2,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",3,5,2,4,"6, Extremely disgusting","0, Not disgusting at all",3,"6, Extremely disgusting",4,4,5,3,5,"6, Extremely disgusting",3,"6, Extremely disgusting",1,1,2,4,3,5,7 – several times per week,4 – about once a month,5 – about once every two weeks,3,3,3,2,4,4,2,2,4,2,3,3,3,5,5,3,4,4,3
1.10016E+11,270409978,6/20/24 21:21,6/20/24 21:27,209.121.12.16,,,,,5865794319,29,Female,Female,East Asian,,Canada,,None,,,,,,,,,,,,5,Occasionally,Not very much,Never,Never,Never,3,4,"6, Extremely disgusting","6, Extremely disgusting",4,4,4,4,4,4,4,5,4,3,4,3,5,4,3,3,4,1,0,0,"9, Strongly agree",5,8,2 – very seldom,2 – very seldom,1 – never,4,1,1,1,4,4,4,"0, Strongly disagree",4,3,2,3,3,5,5,4,4,4,5
1.10016E+11,270409978,6/20/24 21:20,6/20/24 21:27,196.21.109.1,,,,,9184536,25,Male,Male,Black/African American,,Other (please specify),South Africa,Muslim,,,,,,,,,,,,70,Occasionally,Quite a bit,One time a month,Once a week,Often,4,5,"6, Extremely disgusting",5,3,4,4,4,4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,5,5,1,0,0,"1, Strongly Disagree","1, Strongly Disagree",8,2 – very seldom,2 – very seldom,2 – very seldom,4,3,3,3,3,5,3,4,4,3,3,4,5,4,4,4,3,4,4
1.10016E+11,270409978,6/20/24 21:20,6/20/24 21:26,49.196.210.173,,,,,8955595393,19,Female,Female ,White/Caucasian,,United Kingdom,,None,,,,,,,,,,,,0,Never,Not at all,Never,Never,Never,3,3,"6, Extremely disgusting","6, Extremely disgusting",2,3,"6, Extremely disgusting",5,4,4,5,5,"6, Extremely disgusting",3,4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",3,4,1,0,0,5,"1, Strongly Disagree","9, Strongly agree",1 – never,1 – never,1 – never,3,2,2,1,5,4,1,3,3,2,4,4,4,5,4,4,2,5,2
1.10016E+11,270409978,6/20/24 21:15,6/20/24 21:26,196.96.67.111,,,,,8506770489,39,Male,Male ,African,,Other (please specify),Kenya,Christian,,Catholic,,,,,,,,,,63,Very often,Very much so,A few times a year,More than once a week,Often,"6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",4,"6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",4,4,"0, Not disgusting at all","6, Extremely disgusting",4,"0, Not disgusting at all",3,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",1,4,5–6,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",8 – nearly every day,8 – nearly every day,8 – nearly every day,4,2,1,5,5,5,2,"0, Strongly disagree","6, Strongly agree","6, Strongly agree","0, Strongly disagree",1,"6, Strongly agree",4,"0, Strongly disagree","0, Strongly disagree",5,"6, Strongly agree","6, Strongly agree"
1.10016E+11,270409978,6/20/24 21:21,6/20/24 21:26,135.180.104.69,,,,,6.30E+09,35,Female,female,East Asian,,United States,,Christian,,,,,,Lutheran,,,,,,90,Often,Very much so,A few times a year,One time a month,Very often,"6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all","6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all","6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",2,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting",1,3,4,"9, Strongly agree",8,"1, Strongly Disagree",4 – about once a month,2 – very seldom,1 – never,4,2,2,2,5,5,2,5,4,4,4,5,5,4,5,5,4,5,5
1.10016E+11,270409978,6/20/24 21:24,6/20/24 21:26,216.197.246.120,,,,,3102584076,26,Male,guy,White/Caucasian,,Canada,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.10016E+11,270409978,6/20/24 21:19,6/20/24 21:25,105.4.7.81,,,,,9699852356,29,Female,Female ,African,,Other (please specify),South African ,Christian,,,,,,,,,,Presbyterian,,89,Occasionally,Very much so,More than once a week,More than once a week,Often,"6, Extremely disgusting",4,"6, Extremely disgusting",5,4,2,5,5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",3,"6, Extremely disgusting",4,4,1,1,0,3,"1, Strongly Disagree",8,2 – very seldom,2 – very seldom,1 – never,5,1,1,1,5,5,5,5,"6, Strongly agree",3,2,3,4,5,"6, Strongly agree",3,"6, Strongly agree","6, Strongly agree",5
1.10016E+11,270409978,6/20/24 21:19,6/20/24 21:24,41.135.222.76,,,,,8716862639,31,Male,Male,African,,Other (please specify),south african,None,,,,,,,,,,,,9,Rarely,Very much so,Never,Less often,Often,4,2,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting",4,"0, Not disgusting at all",3,5,4,5,4,"0, Not disgusting at all","6, Extremely disgusting",5,4,3,4,4,"6, Extremely disgusting",1,0,1,"9, Strongly agree",4,"1, Strongly Disagree",7 – several times per week,7 – several times per week,5 – about once every two weeks,3,2,1,4,3,5,3,1,"6, Strongly agree",4,"0, Strongly disagree",3,5,4,4,3,4,3,4
1.10016E+11,270409978,6/20/24 21:17,6/20/24 21:24,181.234.222.104,,,,,9992988673,23,Male,Male,Latino/Hispanic,,Other (please specify),Colombian,None,,,,,,,,,,,,0,Never,Not very much,Never,Never,Never,"0, Not disgusting at all",3,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",4,2,"0, Not disgusting at all",2,4,2,"6, Extremely disgusting",3,5,"6, Extremely disgusting","6, Extremely disgusting",4,4,"0, Not disgusting at all","0, Not disgusting at all","6, Extremely disgusting",1,0,0,"1, Strongly Disagree","1, Strongly Disagree",4,2 – very seldom,1 – never,1 – never,3,3,5,1,5,5,5,"6, Strongly agree",3,3,5,5,3,3,2,"6, Strongly agree",3,3,4
1.10016E+11,270409978,6/20/24 21:14,6/20/24 21:24,176.78.177.157,,,,,598101785,22,Female,Non-binary,White/Caucasian,,Other (please specify),Portugal,None,,,,,,,,,,,,11,Rarely,Not at all,Less often,Never,Occasionally,3,2,5,5,"0, Not disgusting at all",4,3,"0, Not disgusting at all",3,5,"0, Not disgusting at all",3,4,"0, Not disgusting at all",3,5,4,4,2,"0, Not disgusting at all","0, Not disgusting at all",0,1,1,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",9 – at least once a day,9 – at least once a day,9 – at least once a day,4,2,2,2,3,3,3,4,3,3,4,3,3,4,3,4,2,2,3
1.10016E+11,270409978,6/20/24 21:13,6/20/24 21:23,102.220.144.2,,,,,7113875991,29,Female,Female ,African,,Other (please specify),South African ,Christian,,,,,,,,,,,Apostolic ,100,Very often,Very much so,More than once a week,More than once a week,Often,"6, Extremely disgusting",3,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",4,5,3,3,5,"0, Not disgusting at all",5,"6, Extremely disgusting",4,5,2,"6, Extremely disgusting",3,5,5,"6, Extremely disgusting",1,1,1,5,5,4,6 – about once a week,6 – about once a week,7 – several times per week,3,2,2,3,4,4,3,"6, Strongly agree","6, Strongly agree",3,1,1,3,"6, Strongly agree",5,3,4,"6, Strongly agree",4
1.10016E+11,270409978,6/20/24 21:16,6/20/24 21:23,181.160.115.26,,,,,7117968104,25,Male,Male,Latino/Hispanic,,Other (please specify),Chile,Christian,,Catholic,,,,,,,,,,10,Never,Moderately,Never,Never,Rarely,5,5,4,"6, Extremely disgusting","0, Not disgusting at all",3,"0, Not disgusting at all","0, Not disgusting at all",3,"6, Extremely disgusting",3,3,5,3,5,2,3,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",4,7–9,4,3,3,7,7,6 – about once a week,5 – about once every two weeks,2 – very seldom,5,2,4,2,4,2,4,"6, Strongly agree",1,4,3,5,5,5,5,"6, Strongly agree",2,1,"6, Strongly agree"
1.10016E+11,270409978,6/20/24 21:14,6/20/24 21:21,187.170.58.91,,,,,6087507655,23,Female,female,Latino/Hispanic,,Mexico,,Other (please specify),agnostic,,,,,,,,,,,10,Rarely,Not very much,Never,Less often,Rarely,2,5,"6, Extremely disgusting",5,"0, Not disgusting at all","0, Not disgusting at all",4,3,2,5,4,4,3,"0, Not disgusting at all",2,4,"6, Extremely disgusting",5,3,"0, Not disgusting at all",2,2,5–6,5–6,"9, Strongly agree","9, Strongly agree",2,5 – about once every two weeks,3 – about once every two or three months,3 – about once every two or three months,3,1,1,1,5,5,3,5,4,4,1,3,2,5,4,"6, Strongly agree","0, Strongly disagree",1,1
1.10016E+11,270409978,6/20/24 21:15,6/20/24 21:20,105.209.161.114,,,,,2126520468,29,Female,Female,African,,Other (please specify),Zimbabwe ,Christian,,Catholic,,,,,,,,,,65,Occasionally,Moderately,A few times a year,Once a week,Occasionally,2,2,"6, Extremely disgusting",5,"0, Not disgusting at all",2,"6, Extremely disgusting","0, Not disgusting at all",2,5,3,4,5,"0, Not disgusting at all",5,4,5,4,5,"0, Not disgusting at all","6, Extremely disgusting",0,1,0,6,2,"9, Strongly agree",2 – very seldom,2 – very seldom,2 – very seldom,3,2,2,1,5,5,3,2,4,4,4,4,"6, Strongly agree",4,4,5,3,4,4
1.10016E+11,270409978,6/20/24 21:14,6/20/24 21:20,86.140.198.188,,,,,5.21E+08,51,Female,Female,White/Caucasian,,United Kingdom,,Christian,,Catholic,,,,,,,,,,10,Never,Not very much,Never,Never,Never,5,4,"6, Extremely disgusting","6, Extremely disgusting",3,3,4,"0, Not disgusting at all",3,5,2,2,4,"0, Not disgusting at all",3,3,2,2,3,4,4,1,20 or more,20 or more,"9, Strongly agree","9, Strongly agree",2,3 – about once every two or three months,2 – very seldom,2 – very seldom,2,1,1,1,5,5,1,2,5,4,1,2,5,5,5,2,4,5,5
1.10016E+11,270409978,6/20/24 21:12,6/20/24 21:18,24.246.69.136,,,,,3858092272,46,Male,Male,East Asian,,Canada,,None,,,,,,,,,,,,10,Rarely,Not very much,Never,Never,Never,4,2,5,"6, Extremely disgusting",2,3,4,3,3,5,"0, Not disgusting at all",2,"6, Extremely disgusting",3,4,5,"6, Extremely disgusting",5,"6, Extremely disgusting",2,3,1,1,0,7,3,5,2 – very seldom,2 – very seldom,2 – very seldom,2,2,2,2,4,4,3,3,4,5,3,3,5,"6, Strongly agree",5,3,4,4,5
1.10016E+11,270409977,6/20/24 18:00,6/20/24 18:13,92.137.94.205,,,,,3655647042,42,Female,Female,White / Sephardic Jew,,France,,None,,,,,,,,,,,,0,Never,Not very much,Less often,Never,Never,4,5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,4,2,4,5,3,5,"6, Extremely disgusting",2,5,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting","0, Not disgusting at all",4,1,0,0,2,"1, Strongly Disagree",7,2 – very seldom,2 – very seldom,2 – very seldom,4,2,4,1,5,5,1,3,2,2,3,2,4,4,4,2,2,4,5
1.10016E+11,270409977,6/20/24 18:00,6/20/24 18:11,91.204.204.76,,,,,6101310894,22,Male,Male,White/Caucasian,,Other (please specify),Poland,Christian,,Catholic,,,,,,,,,,30,Rarely,Not very much,A few times a year,Less often,Rarely,"6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all",3,"0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,"0, Not disgusting at all","6, Extremely disgusting",1,0,0,2,"1, Strongly Disagree","9, Strongly agree",1 – never,1 – never,1 – never,5,1,1,4,4,5,4,"0, Strongly disagree",4,4,2,1,4,3,4,1,2,4,4
1.10016E+11,270409977,6/20/24 17:35,6/20/24 17:52,109.81.113.252,,,,,1275098649,40,Male,Male,White/Caucasian,,Other (please specify),Czech,None,,,,,,,,,,,,5,Rarely,Not very much,Less often,Never,Rarely,3,2,4,5,3,2,5,"0, Not disgusting at all",2,5,2,3,5,"0, Not disgusting at all",4,4,2,3,5,3,3,2,0,0,"9, Strongly agree","9, Strongly agree",2,9 – at least once a day,4 – about once a month,9 – at least once a day,3,3,3,1,4,4,3,5,1,3,"6, Strongly agree","6, Strongly agree",2,"6, Strongly agree",1,"6, Strongly agree",1,1,1
1.10016E+11,270409977,6/20/24 17:16,6/20/24 17:32,201.145.80.202,,,,,8592291237,32,Female,female,Latino/Hispanic,,Mexico,,Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.10016E+11,270409977,6/20/24 16:58,6/20/24 17:10,187.235.151.22,,,,,982358902,30,Male,Male,Latino/Hispanic,,Mexico,,Christian,,Catholic,,,,,,,,,,70,Often,Very much so,Once a week,More than once a week,Often,3,"0, Not disgusting at all",4,5,"0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all",2,"0, Not disgusting at all",4,5,"0, Not disgusting at all","0, Not disgusting at all",2,"0, Not disgusting at all",2,2,"0, Not disgusting at all",2,10–19,20 or more,20 or more,5,3,7,2 – very seldom,2 – very seldom,1 – never,4,2,1,2,5,4,3,3,4,2,3,5,4,3,4,1,3,5,5
1.10016E+11,270409977,6/20/24 16:32,6/20/24 17:04,41.191.228.82,,,,,1724163497,29,Male,male,African,,Other (please specify),Kenyan,Christian,,Catholic,,,,,,,,,,18,Rarely,Quite a bit,Less often,Less often,Rarely,2,"0, Not disgusting at all","6, Extremely disgusting",3,"0, Not disgusting at all","6, Extremely disgusting",2,"0, Not disgusting at all",5,3,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all",5,"0, Not disgusting at all",5,"6, Extremely disgusting",2,5,"6, Extremely disgusting",4,1,4,8,"9, Strongly agree","1, Strongly Disagree",8 – nearly every day,7 – several times per week,8 – nearly every day,5,1,1,1,5,5,3,"6, Strongly agree",1,"6, Strongly agree",2,4,4,"6, Strongly agree",1,1,"0, Strongly disagree",5,5
1.10016E+11,270409977,6/20/24 16:33,6/20/24 16:58,189.217.94.104,,,,,234774472,32,Female,Female,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,1,Rarely,Moderately,Never,A few times a year,Occasionally,2,5,"6, Extremely disgusting","6, Extremely disgusting",2,4,3,2,5,"6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting",5,4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting",2,1,0,0,6,2,8,6 – about once a week,4 – about once a month,4 – about once a month,1,1,1,1,4,4,2,4,4,5,4,4,5,"6, Strongly agree",4,4,2,3,2
1.10016E+11,270409977,6/20/24 16:34,6/20/24 16:54,201.170.243.138,,,,,5513636509,29,Female,Female,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,1,Rarely,Quite a bit,Never,Less often,Occasionally,5,5,5,5,"0, Not disgusting at all",2,3,"6, Extremely disgusting",3,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",1,0,1,3,"1, Strongly Disagree","9, Strongly agree",2 – very seldom,1 – never,1 – never,3,1,2,3,5,5,3,3,"6, Strongly agree","6, Strongly agree","0, Strongly disagree",1,"6, Strongly agree",3,"6, Strongly agree",3,3,5,"6, Strongly agree"
1.10016E+11,270409977,6/20/24 16:34,6/20/24 16:53,184.145.19.55,,,,,6834633873,68,Female,female,White/Caucasian,,Canada,,Christian,,,Protestant,,,,,,,,,6,Occasionally,Moderately,Never,Less often,Rarely,5,"0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",4,5,"0, Not disgusting at all",5,"6, Extremely disgusting","0, Not disgusting at all",5,"6, Extremely disgusting","0, Not disgusting at all",5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",2,1,3,4,8,5,2,3 – about once every two or three months,2 – very seldom,3 – about once every two or three months,5,1,2,3,5,5,4,"0, Strongly disagree","6, Strongly agree",2,"0, Strongly disagree",1,"6, Strongly agree",5,"6, Strongly agree",1,5,"6, Strongly agree",5
1.10016E+11,270409977,6/20/24 16:30,6/20/24 16:52,170.199.24.72,,,,,8923390075,49,Male,male,White/Caucasian,,Canada,,None,,,,,,,,,,,,0,Never,Not at all,Never,Never,Never,2,3,4,"0, Not disgusting at all",2,2,"0, Not disgusting at all",2,3,"0, Not disgusting at all",3,4,"0, Not disgusting at all","0, Not disgusting at all",5,"0, Not disgusting at all",2,3,"0, Not disgusting at all",2,4,1,1,0,"9, Strongly agree",8,2,4 – about once a month,2 – very seldom,2 – very seldom,3,4,4,2,3,4,2,4,3,3,4,3,4,5,3,2,3,3,4
1.10016E+11,270409977,6/20/24 16:32,6/20/24 16:52,201.175.235.122,,,,,5432066287,32,Female,Female,Latino/Hispanic,,Mexico,,Other (please specify),Catholic,,,,,,,,,,,14,Occasionally,Moderately,Less often,A few times a year,Never,2,3,5,"6, Extremely disgusting","0, Not disgusting at all",4,3,4,3,"6, Extremely disgusting",4,4,4,2,5,"6, Extremely disgusting","6, Extremely disgusting",3,5,2,4,3,10–19,20 or more,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",8 – nearly every day,6 – about once a week,7 – several times per week,4,1,1,2,5,5,2,5,3,2,4,"6, Strongly agree",4,"6, Strongly agree",4,"6, Strongly agree",2,4,4
1.10016E+11,270409977,6/20/24 16:28,6/20/24 16:50,190.100.60.181,,,,,1048783669,43,Male,Masculine,Latino/Hispanic,,Other (please specify),Chilean,None,,,,,,,,,,,,0,Occasionally,Not very much,Never,Never,Never,5,2,5,"6, Extremely disgusting",2,3,5,"0, Not disgusting at all",2,5,"0, Not disgusting at all",4,"6, Extremely disgusting","0, Not disgusting at all",3,5,3,2,4,"0, Not disgusting at all",3,2,0,7–9,"9, Strongly agree",8,"1, Strongly Disagree",7 – several times per week,5 – about once every two weeks,3 – about once every two or three months,3,2,2,1,5,4,2,5,2,4,4,5,2,5,1,4,3,2,3
1.10016E+11,270409977,6/20/24 16:41,6/20/24 16:49,102.69.227.134,,,,,8483382529,28,Male,Male,African,,Other (please specify),Kenya,Muslim,,,,,,,,,,,,100,Occasionally,Very much so,More than once a week,More than once a week,Occasionally,4,5,"6, Extremely disgusting","6, Extremely disgusting",4,4,4,4,3,5,4,4,5,4,5,5,4,3,"6, Extremely disgusting","6, Extremely disgusting",4,0,2,2,5,5,5,6 – about once a week,2 – very seldom,2 – very seldom,3,3,3,3,5,5,4,4,4,4,4,5,5,"6, Strongly agree","6, Strongly agree",4,4,"6, Strongly agree",5
1.10016E+11,270409977,6/20/24 16:33,6/20/24 16:48,105.4.7.200,,,,,9761416399,45,Female,Female,African,,Other (please specify),South African,Christian,,,,,,,,Anglican,,,,81,Occasionally,Quite a bit,A few times a year,More than once a week,Often,"6, Extremely disgusting",3,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",4,"6, Extremely disgusting",2,5,"6, Extremely disgusting",5,5,"6, Extremely disgusting","6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting",5,5,"6, Extremely disgusting",5,1,1,0,"1, Strongly Disagree","1, Strongly Disagree","9, Strongly agree",2 – very seldom,2 – very seldom,2 – very seldom,4,2,2,3,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4
